sourcePath,sourceLine,sourceClass,sourceClassFull,sourceMethod,sourceMethodFull,sourceStructure,targetPath,targetLine,targetClass,targetClassFull,targetMethod,targetMethodFull,targetStructure
"lists/param_index/main.py",7,,,,,,"lists/param_index/main.py",1,,,func2,"lists.param_index.main.func2",func2
"lists/param_index/main.py",9,,,,,,"lists/param_index/main.py",4,,,func1,"lists.param_index.main.func1",func1
"lists/param_index/main.py",9,,,,,,"lists/param_index/main.py",4,,,func1,"lists.param_index.main.func1",func1
"lists/param_index/main.py",9,,,,,,"lists/param_index/main.py",4,,,func1,"lists.param_index.main.func1",func1
"lists/param_index/callgraph.json",2,,,,,,"lists/param_index/callgraph.json",2,,,,,
"lists/param_index/callgraph.json",2,,,,,,"lists/param_index/callgraph.json",2,,,,,
"lists/param_index/callgraph.json",5,,,,,,"lists/param_index/callgraph.json",5,,,,,
"lists/param_index/callgraph.json",5,,,,,,"lists/param_index/callgraph.json",5,,,,,
"lists/param_index/callgraph.json",8,,,,,,"lists/param_index/callgraph.json",8,,,,,
"lists/param_index/callgraph.json",8,,,,,,"lists/param_index/callgraph.json",8,,,,,
"lists/comprehension_if/main.py",4,,,,,,"lists/comprehension_if/main.py",4,,,,,
"lists/comprehension_if/main.py",4,,,,,,"lists/comprehension_if/main.py",4,,,,,
"lists/comprehension_if/main.py",4,,,,,,"lists/comprehension_if/main.py",4,,,,,
"lists/comprehension_if/main.py",4,,,,,,"lists/comprehension_if/main.py",4,,,,,
"lists/comprehension_if/main.py",4,,,,,,"lists/comprehension_if/main.py",4,,,,,
"lists/comprehension_if/main.py",4,,,,,,"lists/comprehension_if/main.py",1,,,func,"lists.comprehension_if.main.func",func
"lists/comprehension_if/main.py",4,,,,,,"lists/comprehension_if/main.py",1,,,func,"lists.comprehension_if.main.func",func
"lists/comprehension_if/main.py",4,,,,,,"lists/comprehension_if/main.py",1,,,func,"lists.comprehension_if.main.func",func
"lists/comprehension_if/callgraph.json",2,,,,,,"lists/comprehension_if/callgraph.json",2,,,,,
"lists/comprehension_if/callgraph.json",2,,,,,,"lists/comprehension_if/callgraph.json",2,,,,,
"lists/comprehension_if/callgraph.json",6,,,,,,"lists/comprehension_if/callgraph.json",6,,,,,
"lists/comprehension_if/callgraph.json",6,,,,,,"lists/comprehension_if/callgraph.json",6,,,,,
"lists/comprehension_if/callgraph.json",7,,,,,,"lists/comprehension_if/callgraph.json",7,,,,,
"lists/comprehension_if/callgraph.json",7,,,,,,"lists/comprehension_if/callgraph.json",7,,,,,
"lists/comprehension_val/main.py",2,,,func,"lists.comprehension_val.main.func",func,"lists/comprehension_val/main.py",1,,,func,"lists.comprehension_val.main.func",func
"lists/comprehension_val/main.py",2,,,func,"lists.comprehension_val.main.func",func,"lists/comprehension_val/main.py",1,,,func,"lists.comprehension_val.main.func",func
"lists/comprehension_val/main.py",2,,,func,"lists.comprehension_val.main.func",func,"lists/comprehension_val/main.py",1,,,func,"lists.comprehension_val.main.func",func
"lists/comprehension_val/main.py",4,,,,,,"lists/comprehension_val/main.py",4,,,,,
"lists/comprehension_val/main.py",4,,,,,,"lists/comprehension_val/main.py",1,,,func,"lists.comprehension_val.main.func",func
"lists/comprehension_val/main.py",4,,,,,,"lists/comprehension_val/main.py",1,,,func,"lists.comprehension_val.main.func",func
"lists/comprehension_val/main.py",4,,,,,,"lists/comprehension_val/main.py",1,,,func,"lists.comprehension_val.main.func",func
"lists/comprehension_val/main.py",4,,,,,,"lists/comprehension_val/main.py",4,,,,,
"lists/comprehension_val/main.py",4,,,,,,"lists/comprehension_val/main.py",4,,,,,
"lists/comprehension_val/main.py",4,,,,,,"lists/comprehension_val/main.py",4,,,,,
"lists/comprehension_val/main.py",4,,,,,,"lists/comprehension_val/main.py",4,,,,,
"lists/comprehension_val/callgraph.json",2,,,,,,"lists/comprehension_val/callgraph.json",2,,,,,
"lists/comprehension_val/callgraph.json",2,,,,,,"lists/comprehension_val/callgraph.json",2,,,,,
"lists/comprehension_val/callgraph.json",6,,,,,,"lists/comprehension_val/callgraph.json",6,,,,,
"lists/comprehension_val/callgraph.json",6,,,,,,"lists/comprehension_val/callgraph.json",6,,,,,
"lists/comprehension_val/callgraph.json",7,,,,,,"lists/comprehension_val/callgraph.json",7,,,,,
"lists/comprehension_val/callgraph.json",7,,,,,,"lists/comprehension_val/callgraph.json",7,,,,,
"lists/nested_comprehension/main.py",2,,,func1,"lists.nested_comprehension.main.func1",func1,"lists/nested_comprehension/main.py",1,,,func1,"lists.nested_comprehension.main.func1",func1
"lists/nested_comprehension/main.py",2,,,func1,"lists.nested_comprehension.main.func1",func1,"lists/nested_comprehension/main.py",1,,,func1,"lists.nested_comprehension.main.func1",func1
"lists/nested_comprehension/main.py",2,,,func1,"lists.nested_comprehension.main.func1",func1,"lists/nested_comprehension/main.py",1,,,func1,"lists.nested_comprehension.main.func1",func1
"lists/nested_comprehension/main.py",5,,,func2,"lists.nested_comprehension.main.func2",func2,"lists/nested_comprehension/main.py",4,,,func2,"lists.nested_comprehension.main.func2",func2
"lists/nested_comprehension/main.py",5,,,func2,"lists.nested_comprehension.main.func2",func2,"lists/nested_comprehension/main.py",4,,,func2,"lists.nested_comprehension.main.func2",func2
"lists/nested_comprehension/main.py",5,,,func2,"lists.nested_comprehension.main.func2",func2,"lists/nested_comprehension/main.py",4,,,func2,"lists.nested_comprehension.main.func2",func2
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",1,,,func1,"lists.nested_comprehension.main.func1",func1
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",1,,,func1,"lists.nested_comprehension.main.func1",func1
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",1,,,func1,"lists.nested_comprehension.main.func1",func1
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",7,,,,,
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",7,,,,,
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",7,,,,,
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",7,,,,,
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",4,,,func2,"lists.nested_comprehension.main.func2",func2
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",4,,,func2,"lists.nested_comprehension.main.func2",func2
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",4,,,func2,"lists.nested_comprehension.main.func2",func2
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",7,,,,,
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",7,,,,,
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",7,,,,,
"lists/nested_comprehension/main.py",7,,,,,,"lists/nested_comprehension/main.py",7,,,,,
"lists/nested_comprehension/callgraph.json",2,,,,,,"lists/nested_comprehension/callgraph.json",2,,,,,
"lists/nested_comprehension/callgraph.json",2,,,,,,"lists/nested_comprehension/callgraph.json",2,,,,,
"lists/nested_comprehension/callgraph.json",7,,,,,,"lists/nested_comprehension/callgraph.json",7,,,,,
"lists/nested_comprehension/callgraph.json",7,,,,,,"lists/nested_comprehension/callgraph.json",7,,,,,
"lists/nested_comprehension/callgraph.json",8,,,,,,"lists/nested_comprehension/callgraph.json",8,,,,,
"lists/nested_comprehension/callgraph.json",8,,,,,,"lists/nested_comprehension/callgraph.json",8,,,,,
"lists/nested_comprehension/callgraph.json",9,,,,,,"lists/nested_comprehension/callgraph.json",9,,,,,
"lists/nested_comprehension/callgraph.json",9,,,,,,"lists/nested_comprehension/callgraph.json",9,,,,,
kwargs/call/main.py,11,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,11,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,11,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,12,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,12,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,12,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,13,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,13,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,13,,,func,kwargs.call.main.func,func,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,4,,,func2,kwargs.call.main.func2,func2
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,4,,,func2,kwargs.call.main.func2,func2
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,4,,,func2,kwargs.call.main.func2,func2
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,1,,,func4,kwargs.call.main.func4,func4
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,1,,,func4,kwargs.call.main.func4,func4
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,1,,,func4,kwargs.call.main.func4,func4
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,10,,,func,kwargs.call.main.func,func
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,7,,,func3,kwargs.call.main.func3,func3
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,7,,,func3,kwargs.call.main.func3,func3
kwargs/call/main.py,15,,,,,,kwargs/call/main.py,7,,,func3,kwargs.call.main.func3,func3
"kwargs/call/callgraph.json",2,,,,,,"kwargs/call/callgraph.json",2,,,,,
"kwargs/call/callgraph.json",2,,,,,,"kwargs/call/callgraph.json",2,,,,,
"kwargs/call/callgraph.json",5,,,,,,"kwargs/call/callgraph.json",5,,,,,
"kwargs/call/callgraph.json",5,,,,,,"kwargs/call/callgraph.json",5,,,,,
"kwargs/call/callgraph.json",10,,,,,,"kwargs/call/callgraph.json",10,,,,,
"kwargs/call/callgraph.json",10,,,,,,"kwargs/call/callgraph.json",10,,,,,
"kwargs/call/callgraph.json",11,,,,,,"kwargs/call/callgraph.json",11,,,,,
"kwargs/call/callgraph.json",11,,,,,,"kwargs/call/callgraph.json",11,,,,,
"kwargs/call/callgraph.json",12,,,,,,"kwargs/call/callgraph.json",12,,,,,
"kwargs/call/callgraph.json",12,,,,,,"kwargs/call/callgraph.json",12,,,,,
"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2,"kwargs/chained_call/main.py",1,,,func3,"kwargs.chained_call.main.func3",func3
"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2,"kwargs/chained_call/main.py",1,,,func3,"kwargs.chained_call.main.func3",func3
"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2,"kwargs/chained_call/main.py",1,,,func3,"kwargs.chained_call.main.func3",func3
"kwargs/chained_call/main.py",5,,,func2,"kwargs.chained_call.main.func2",func2,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",5,,,func2,"kwargs.chained_call.main.func2",func2,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",5,,,func2,"kwargs.chained_call.main.func2",func2,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",8,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",8,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",8,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",8,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",8,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",8,,,func1,"kwargs.chained_call.main.func1",func1,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",4,,,func2,"kwargs.chained_call.main.func2",func2
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",7,,,func1,"kwargs.chained_call.main.func1",func1
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",1,,,func3,"kwargs.chained_call.main.func3",func3
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",1,,,func3,"kwargs.chained_call.main.func3",func3
"kwargs/chained_call/main.py",10,,,,,,"kwargs/chained_call/main.py",1,,,func3,"kwargs.chained_call.main.func3",func3
"kwargs/chained_call/callgraph.json",2,,,,,,"kwargs/chained_call/callgraph.json",2,,,,,
"kwargs/chained_call/callgraph.json",2,,,,,,"kwargs/chained_call/callgraph.json",2,,,,,
"kwargs/chained_call/callgraph.json",5,,,,,,"kwargs/chained_call/callgraph.json",5,,,,,
"kwargs/chained_call/callgraph.json",5,,,,,,"kwargs/chained_call/callgraph.json",5,,,,,
"kwargs/chained_call/callgraph.json",8,,,,,,"kwargs/chained_call/callgraph.json",8,,,,,
"kwargs/chained_call/callgraph.json",8,,,,,,"kwargs/chained_call/callgraph.json",8,,,,,
"kwargs/chained_call/callgraph.json",12,,,,,,"kwargs/chained_call/callgraph.json",12,,,,,
"kwargs/chained_call/callgraph.json",12,,,,,,"kwargs/chained_call/callgraph.json",12,,,,,
"kwargs/assigned_call/main.py",5,,,func,"kwargs.assigned_call.main.func",func,"kwargs/assigned_call/main.py",4,,,func,"kwargs.assigned_call.main.func",func
"kwargs/assigned_call/main.py",5,,,func,"kwargs.assigned_call.main.func",func,"kwargs/assigned_call/main.py",4,,,func,"kwargs.assigned_call.main.func",func
"kwargs/assigned_call/main.py",5,,,func,"kwargs.assigned_call.main.func",func,"kwargs/assigned_call/main.py",4,,,func,"kwargs.assigned_call.main.func",func
"kwargs/assigned_call/main.py",7,,,,,,"kwargs/assigned_call/main.py",7,,,,,
"kwargs/assigned_call/main.py",7,,,,,,"kwargs/assigned_call/main.py",4,,,func,"kwargs.assigned_call.main.func",func
"kwargs/assigned_call/main.py",7,,,,,,"kwargs/assigned_call/main.py",4,,,func,"kwargs.assigned_call.main.func",func
"kwargs/assigned_call/main.py",7,,,,,,"kwargs/assigned_call/main.py",4,,,func,"kwargs.assigned_call.main.func",func
"kwargs/assigned_call/main.py",8,,,,,,"kwargs/assigned_call/main.py",8,,,,,
"kwargs/assigned_call/main.py",8,,,,,,"kwargs/assigned_call/main.py",1,,,func2,"kwargs.assigned_call.main.func2",func2
"kwargs/assigned_call/main.py",8,,,,,,"kwargs/assigned_call/main.py",1,,,func2,"kwargs.assigned_call.main.func2",func2
"kwargs/assigned_call/main.py",8,,,,,,"kwargs/assigned_call/main.py",1,,,func2,"kwargs.assigned_call.main.func2",func2
"kwargs/assigned_call/main.py",9,,,,,,"kwargs/assigned_call/main.py",7,,,,,
"kwargs/assigned_call/main.py",9,,,,,,"kwargs/assigned_call/main.py",7,,,,,
"kwargs/assigned_call/main.py",9,,,,,,"kwargs/assigned_call/main.py",7,,,,,
"kwargs/assigned_call/main.py",9,,,,,,"kwargs/assigned_call/main.py",4,,,func,"kwargs.assigned_call.main.func",func
"kwargs/assigned_call/main.py",9,,,,,,"kwargs/assigned_call/main.py",8,,,,,
"kwargs/assigned_call/main.py",9,,,,,,"kwargs/assigned_call/main.py",8,,,,,
"kwargs/assigned_call/main.py",9,,,,,,"kwargs/assigned_call/main.py",8,,,,,
"kwargs/assigned_call/callgraph.json",2,,,,,,"kwargs/assigned_call/callgraph.json",2,,,,,
"kwargs/assigned_call/callgraph.json",2,,,,,,"kwargs/assigned_call/callgraph.json",2,,,,,
"kwargs/assigned_call/callgraph.json",5,,,,,,"kwargs/assigned_call/callgraph.json",5,,,,,
"kwargs/assigned_call/callgraph.json",5,,,,,,"kwargs/assigned_call/callgraph.json",5,,,,,
"kwargs/assigned_call/callgraph.json",8,,,,,,"kwargs/assigned_call/callgraph.json",8,,,,,
"kwargs/assigned_call/callgraph.json",8,,,,,,"kwargs/assigned_call/callgraph.json",8,,,,,
classes/call/main.py,5,,,,,,classes/call/main.py,5,,,,,
classes/call/main.py,5,,,,,,classes/call/main.py,1,MyClass,"classes.call.main.MyClass",,,
classes/call/main.py,5,,,,,,classes/call/main.py,1,MyClass,"classes.call.main.MyClass",,,
classes/call/main.py,5,,,,,,classes/call/main.py,1,MyClass,"classes.call.main.MyClass",,,
classes/call/main.py,6,,,,,,classes/call/main.py,2,MyClass,"classes.call.main.MyClass",func,"classes.call.main.MyClass.func",MyClass.func
classes/call/main.py,6,,,,,,classes/call/main.py,2,MyClass,"classes.call.main.MyClass",func,"classes.call.main.MyClass.func",MyClass.func
classes/call/main.py,6,,,,,,classes/call/main.py,5,,,,,
classes/call/main.py,6,,,,,,classes/call/main.py,5,,,,,
classes/call/main.py,6,,,,,,classes/call/main.py,5,,,,,
classes/call/main.py,6,,,,,,classes/call/main.py,2,MyClass,"classes.call.main.MyClass",func,"classes.call.main.MyClass.func",MyClass.func
classes/call/main.py,6,,,,,,classes/call/main.py,2,MyClass,"classes.call.main.MyClass",func,"classes.call.main.MyClass.func",MyClass.func
"classes/call/callgraph.json",2,,,,,,"classes/call/callgraph.json",2,,,,,
"classes/call/callgraph.json",2,,,,,,"classes/call/callgraph.json",2,,,,,
"classes/call/callgraph.json",5,,,,,,"classes/call/callgraph.json",5,,,,,
"classes/call/callgraph.json",5,,,,,,"classes/call/callgraph.json",5,,,,,
classes/instance/main.py,8,,,,,,classes/instance/main.py,8,,,,,
classes/instance/main.py,8,,,,,,classes/instance/main.py,1,MyClass,"classes.instance.main.MyClass",,,
classes/instance/main.py,8,,,,,,classes/instance/main.py,2,MyClass,"classes.instance.main.MyClass",__init__,"classes.instance.main.MyClass.__init__",MyClass.__init__
classes/instance/main.py,8,,,,,,classes/instance/main.py,2,MyClass,"classes.instance.main.MyClass",__init__,"classes.instance.main.MyClass.__init__",MyClass.__init__
classes/instance/main.py,9,,,,,,classes/instance/main.py,5,MyClass,"classes.instance.main.MyClass",func,"classes.instance.main.MyClass.func",MyClass.func
classes/instance/main.py,9,,,,,,classes/instance/main.py,5,MyClass,"classes.instance.main.MyClass",func,"classes.instance.main.MyClass.func",MyClass.func
classes/instance/main.py,9,,,,,,classes/instance/main.py,8,,,,,
classes/instance/main.py,9,,,,,,classes/instance/main.py,8,,,,,
classes/instance/main.py,9,,,,,,classes/instance/main.py,8,,,,,
classes/instance/main.py,9,,,,,,classes/instance/main.py,5,MyClass,"classes.instance.main.MyClass",func,"classes.instance.main.MyClass.func",MyClass.func
classes/instance/main.py,9,,,,,,classes/instance/main.py,5,MyClass,"classes.instance.main.MyClass",func,"classes.instance.main.MyClass.func",MyClass.func
"classes/instance/callgraph.json",2,,,,,,"classes/instance/callgraph.json",2,,,,,
"classes/instance/callgraph.json",2,,,,,,"classes/instance/callgraph.json",2,,,,,
"classes/instance/callgraph.json",6,,,,,,"classes/instance/callgraph.json",6,,,,,
"classes/instance/callgraph.json",6,,,,,,"classes/instance/callgraph.json",6,,,,,
"classes/instance/callgraph.json",7,,,,,,"classes/instance/callgraph.json",7,,,,,
"classes/instance/callgraph.json",7,,,,,,"classes/instance/callgraph.json",7,,,,,
"classes/self_call/main.py",3,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__,"classes/self_call/main.py",5,MyClass,"classes.self_call.main.MyClass",func1,"classes.self_call.main.MyClass.func1",MyClass.func1
"classes/self_call/main.py",3,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__,"classes/self_call/main.py",5,MyClass,"classes.self_call.main.MyClass",func1,"classes.self_call.main.MyClass.func1",MyClass.func1
"classes/self_call/main.py",3,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__,"classes/self_call/main.py",2,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__
"classes/self_call/main.py",3,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__,"classes/self_call/main.py",2,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__
"classes/self_call/main.py",3,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__,"classes/self_call/main.py",2,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__
"classes/self_call/main.py",3,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__,"classes/self_call/main.py",5,MyClass,"classes.self_call.main.MyClass",func1,"classes.self_call.main.MyClass.func1",MyClass.func1
"classes/self_call/main.py",3,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__,"classes/self_call/main.py",5,MyClass,"classes.self_call.main.MyClass",func1,"classes.self_call.main.MyClass.func1",MyClass.func1
"classes/self_call/main.py",9,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2,"classes/self_call/main.py",5,MyClass,"classes.self_call.main.MyClass",func1,"classes.self_call.main.MyClass.func1",MyClass.func1
"classes/self_call/main.py",9,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2,"classes/self_call/main.py",5,MyClass,"classes.self_call.main.MyClass",func1,"classes.self_call.main.MyClass.func1",MyClass.func1
"classes/self_call/main.py",9,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2,"classes/self_call/main.py",8,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2
"classes/self_call/main.py",9,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2,"classes/self_call/main.py",8,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2
"classes/self_call/main.py",9,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2,"classes/self_call/main.py",8,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2
"classes/self_call/main.py",9,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2,"classes/self_call/main.py",5,MyClass,"classes.self_call.main.MyClass",func1,"classes.self_call.main.MyClass.func1",MyClass.func1
"classes/self_call/main.py",9,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2,"classes/self_call/main.py",5,MyClass,"classes.self_call.main.MyClass",func1,"classes.self_call.main.MyClass.func1",MyClass.func1
"classes/self_call/main.py",11,,,,,,"classes/self_call/main.py",11,,,,,
"classes/self_call/main.py",11,,,,,,"classes/self_call/main.py",1,MyClass,"classes.self_call.main.MyClass",,,
"classes/self_call/main.py",11,,,,,,"classes/self_call/main.py",2,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__
"classes/self_call/main.py",11,,,,,,"classes/self_call/main.py",2,MyClass,"classes.self_call.main.MyClass",__init__,"classes.self_call.main.MyClass.__init__",MyClass.__init__
"classes/self_call/main.py",13,,,,,,"classes/self_call/main.py",8,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2
"classes/self_call/main.py",13,,,,,,"classes/self_call/main.py",8,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2
"classes/self_call/main.py",13,,,,,,"classes/self_call/main.py",11,,,,,
"classes/self_call/main.py",13,,,,,,"classes/self_call/main.py",11,,,,,
"classes/self_call/main.py",13,,,,,,"classes/self_call/main.py",11,,,,,
"classes/self_call/main.py",13,,,,,,"classes/self_call/main.py",8,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2
"classes/self_call/main.py",13,,,,,,"classes/self_call/main.py",8,MyClass,"classes.self_call.main.MyClass",func2,"classes.self_call.main.MyClass.func2",MyClass.func2
"classes/self_call/callgraph.json",2,,,,,,"classes/self_call/callgraph.json",2,,,,,
"classes/self_call/callgraph.json",2,,,,,,"classes/self_call/callgraph.json",2,,,,,
"classes/self_call/callgraph.json",6,,,,,,"classes/self_call/callgraph.json",6,,,,,
"classes/self_call/callgraph.json",6,,,,,,"classes/self_call/callgraph.json",6,,,,,
"classes/self_call/callgraph.json",9,,,,,,"classes/self_call/callgraph.json",9,,,,,
"classes/self_call/callgraph.json",9,,,,,,"classes/self_call/callgraph.json",9,,,,,
"classes/self_call/callgraph.json",12,,,,,,"classes/self_call/callgraph.json",12,,,,,
"classes/self_call/callgraph.json",12,,,,,,"classes/self_call/callgraph.json",12,,,,,
"classes/direct_call/main.py",8,,,,,,"classes/direct_call/main.py",5,MyClass,"classes.direct_call.main.MyClass",func,"classes.direct_call.main.MyClass.func",MyClass.func
"classes/direct_call/main.py",8,,,,,,"classes/direct_call/main.py",5,MyClass,"classes.direct_call.main.MyClass",func,"classes.direct_call.main.MyClass.func",MyClass.func
"classes/direct_call/main.py",8,,,,,,"classes/direct_call/main.py",5,MyClass,"classes.direct_call.main.MyClass",func,"classes.direct_call.main.MyClass.func",MyClass.func
